TrackId,track_name,AlbumId,MediaTypeId,GenreId,Composer,Milliseconds,Bytes,UnitPrice,genre_name
440,"Love Gun",37,1,1,"Paul Stanley",196257,6424915,0.99,Rock
441,Deuce,37,1,1,"Gene Simmons",185077,6097210,0.99,Rock
442,"Goin' Blind",37,1,1,"Gene Simmons, S. Coronel",216215,7045314,0.99,Rock
443,"Shock Me",37,1,1,"Ace Frehley",227291,7529336,0.99,Rock
444,"Do You Love Me",37,1,1,"Paul Stanley, B. Ezrin, K. Fowley",214987,6976194,0.99,Rock
445,She,37,1,1,"Gene Simmons, S. Coronel",248346,8229734,0.99,Rock
446,"I Was Made For Loving You",37,1,1,"Paul Stanley, Vincent Poncia, Desmond Child",271360,9018078,0.99,Rock
447,"Shout It Out Loud",37,1,1,"Paul Stanley, Gene Simmons, B. Ezrin",219742,7194424,0.99,Rock
448,"God Of Thunder",37,1,1,"Paul Stanley",255791,8309077,0.99,Rock
449,"Calling Dr. Love",37,1,1,"Gene Simmons",225332,7395034,0.99,Rock
450,Beth,37,1,1,"S. Penridge, Bob Ezrin, Peter Criss",166974,5360574,0.99,Rock
451,Strutter,37,1,1,"Paul Stanley, Gene Simmons",192496,6317021,0.99,Rock
452,"Rock And Roll All Nite",37,1,1,"Paul Stanley, Gene Simmons",173609,5735902,0.99,Rock
453,"Cold Gin",37,1,1,"Ace Frehley",262243,8609783,0.99,Rock
454,"Plaster Caster",37,1,1,"Gene Simmons",207333,6801116,0.99,Rock
455,"God Gave Rock 'n' Roll To You",37,1,1,"Paul Stanley, Gene Simmons, Rus Ballard, Bob Ezrin",320444,10441590,0.99,Rock
489,"Into The Light",40,1,1,"David Coverdale",76303,2452653,0.99,Rock
490,"River Song",40,1,1,"David Coverdale",439510,14359478,0.99,Rock
491,"She Give Me ...",40,1,1,"David Coverdale",252551,8385478,0.99,Rock
492,"Don't You Cry",40,1,1,"David Coverdale",347036,11269612,0.99,Rock
493,"Love Is Blind",40,1,1,"David Coverdale/Earl Slick",344999,11409720,0.99,Rock
494,Slave,40,1,1,"David Coverdale/Earl Slick",291892,9425200,0.99,Rock
495,"Cry For Love",40,1,1,"Bossi/David Coverdale/Earl Slick",293015,9567075,0.99,Rock
496,"Living On Love",40,1,1,"Bossi/David Coverdale/Earl Slick",391549,12785876,0.99,Rock
497,"Midnight Blue",40,1,1,"David Coverdale/Earl Slick",298631,9750990,0.99,Rock
498,"Too Many Tears",40,1,1,"Adrian Vanderberg/David Coverdale",359497,11810238,0.99,Rock
499,"Don't Lie To Me",40,1,1,"David Coverdale/Earl Slick",283585,9288007,0.99,Rock
500,"Wherever You May Go",40,1,1,"David Coverdale",239699,7803074,0.99,Rock
543,Burn,43,1,1,Coverdale/Lord/Paice,453955,14775708,0.99,Rock
544,Stormbringer,43,1,1,Coverdale,277133,9050022,0.99,Rock
545,Gypsy,43,1,1,Coverdale/Hughes/Lord/Paice,339173,11046952,0.99,Rock
546,"Lady Double Dealer",43,1,1,Coverdale,233586,7608759,0.99,Rock
547,Mistreated,43,1,1,Coverdale,758648,24596235,0.99,Rock
548,"Smoke On The Water",43,1,1,Gillan/Glover/Lord/Paice,618031,20103125,0.99,Rock
549,"You Fool No One",43,1,1,Coverdale/Lord/Paice,804101,26369966,0.99,Rock
550,"Custard Pie",44,1,1,"Jimmy Page/Robert Plant",253962,8348257,0.99,Rock
551,"The Rover",44,1,1,"Jimmy Page/Robert Plant",337084,11011286,0.99,Rock
552,"In My Time Of Dying",44,1,1,"John Bonham/John Paul Jones",666017,21676727,0.99,Rock
553,"Houses Of The Holy",44,1,1,"Jimmy Page/Robert Plant",242494,7972503,0.99,Rock
554,"Trampled Under Foot",44,1,1,"John Paul Jones",336692,11154468,0.99,Rock
555,Kashmir,44,1,1,"John Bonham",508604,16686580,0.99,Rock
570,"(Da Le) Yaleo",46,1,1,Santana,353488,11769507,0.99,Rock
571,"Love Of My Life",46,1,1,"Carlos Santana & Dave Matthews",347820,11634337,0.99,Rock
572,"Put Your Lights On",46,1,1,"E. Shrody",285178,9394769,0.99,Rock
573,"Africa Bamba",46,1,1,"I. Toure, S. Tidiane Toure, Carlos Santana & K. Perazzo",282827,9492487,0.99,Rock
574,Smooth,46,1,1,"M. Itaal Shur & Rob Thomas",298161,9867455,0.99,Rock
575,"Do You Like The Way",46,1,1,"L. Hill",354899,11741062,0.99,Rock
576,"Maria Maria",46,1,1,"W. Jean, J. Duplessis, Carlos Santana, K. Perazzo & R. Rekow",262635,8664601,0.99,Rock
577,Migra,46,1,1,"R. Taha, Carlos Santana & T. Lindsay",329064,10963305,0.99,Rock
578,"Corazon Espinado",46,1,1,"F. Olivera",276114,9206802,0.99,Rock
579,"Wishing It Was",46,1,1,"Eale-Eye Cherry, M. Simpson, J. King & M. Nishita",292832,9771348,0.99,Rock
580,"El Farol",46,1,1,"Carlos Santana & KC Porter",291160,9599353,0.99,Rock
581,Primavera,46,1,1,"KC Porter & JB Eckl",378618,12504234,0.99,Rock
582,"The Calling",46,1,1,"Carlos Santana & C. Thompson",747755,24703884,0.99,Rock
620,"Space Truckin'",50,1,1,Blackmore/Gillan/Glover/Lord/Paice,1196094,39267613,0.99,Rock
621,"Going Down / Highway Star",50,1,1,"Gillan/Glover/Lord/Nix - Blackmore/Paice",913658,29846063,0.99,Rock
622,"Mistreated (Alternate Version)",50,1,1,Blackmore/Coverdale,854700,27775442,0.99,Rock
623,"You Fool No One (Alternate Version)",50,1,1,Blackmore/Coverdale/Lord/Paice,763924,24887209,0.99,Rock
675,"Susie Q",54,1,1,Hawkins-Lewis-Broadwater,275565,9043825,0.99,Rock
676,"I Put A Spell On You",54,1,1,"Jay Hawkins",272091,8943000,0.99,Rock
677,"Proud Mary",54,1,1,"J. C. Fogerty",189022,6229590,0.99,Rock
678,"Bad Moon Rising",54,1,1,"J. C. Fogerty",140146,4609835,0.99,Rock
679,Lodi,54,1,1,"J. C. Fogerty",191451,6260214,0.99,Rock
680,"Green River",54,1,1,"J. C. Fogerty",154279,5105874,0.99,Rock
681,Commotion,54,1,1,"J. C. Fogerty",162899,5354252,0.99,Rock
682,"Down On The Corner",54,1,1,"J. C. Fogerty",164858,5521804,0.99,Rock
683,"Fortunate Son",54,1,1,"J. C. Fogerty",140329,4617559,0.99,Rock
684,"Travelin' Band",54,1,1,"J. C. Fogerty",129358,4270414,0.99,Rock
685,"Who'll Stop The Rain",54,1,1,"J. C. Fogerty",149394,4899579,0.99,Rock
686,"Up Around The Bend",54,1,1,"J. C. Fogerty",162429,5368701,0.99,Rock
687,"Run Through The Jungle",54,1,1,"J. C. Fogerty",186044,6156567,0.99,Rock
688,"Lookin' Out My Back Door",54,1,1,"J. C. Fogerty",152946,5034670,0.99,Rock
689,"Long As I Can See The Light",54,1,1,"J. C. Fogerty",213237,6924024,0.99,Rock
690,"I Heard It Through The Grapevine",54,1,1,Whitfield-Strong,664894,21947845,0.99,Rock
691,"Have You Ever Seen The Rain?",54,1,1,"J. C. Fogerty",160052,5263675,0.99,Rock
692,"Hey Tonight",54,1,1,"J. C. Fogerty",162847,5343807,0.99,Rock
693,"Sweet Hitch-Hiker",54,1,1,"J. C. Fogerty",175490,5716603,0.99,Rock
694,"Someday Never Comes",54,1,1,"J. C. Fogerty",239360,7945235,0.99,Rock
695,"Walking On The Water",55,1,1,"J.C. Fogerty",281286,9302129,0.99,Rock
696,"Suzie-Q, Pt. 2",55,1,1,"J.C. Fogerty",244114,7986637,0.99,Rock
697,"Born On The Bayou",55,1,1,"J.C. Fogerty",316630,10361866,0.99,Rock
698,"Good Golly Miss Molly",55,1,1,"J.C. Fogerty",163604,5348175,0.99,Rock
699,"Tombstone Shadow",55,1,1,"J.C. Fogerty",218880,7209080,0.99,Rock
700,"Wrote A Song For Everyone",55,1,1,"J.C. Fogerty",296385,9675875,0.99,Rock
701,"Night Time Is The Right Time",55,1,1,"J.C. Fogerty",190119,6211173,0.99,Rock
702,"Cotton Fields",55,1,1,"J.C. Fogerty",178181,5919224,0.99,Rock
703,"It Came Out Of The Sky",55,1,1,"J.C. Fogerty",176718,5807474,0.99,Rock
704,"Don't Look Now",55,1,1,"J.C. Fogerty",131918,4366455,0.99,Rock
705,"The Midnight Special",55,1,1,"J.C. Fogerty",253596,8297482,0.99,Rock
706,"Before You Accuse Me",55,1,1,"J.C. Fogerty",207804,6815126,0.99,Rock
707,"My Baby Left Me",55,1,1,"J.C. Fogerty",140460,4633440,0.99,Rock
708,"Pagan Baby",55,1,1,"J.C. Fogerty",385619,12713813,0.99,Rock
709,"(Wish I Could) Hideaway",55,1,1,"J.C. Fogerty",228466,7432978,0.99,Rock
710,"It's Just A Thought",55,1,1,"J.C. Fogerty",237374,7778319,0.99,Rock
711,Molina,55,1,1,"J.C. Fogerty",163239,5390811,0.99,Rock
712,"Born To Move",55,1,1,"J.C. Fogerty",342804,11260814,0.99,Rock
713,"Lookin' For A Reason",55,1,1,"J.C. Fogerty",209789,6933135,0.99,Rock
714,"Hello Mary Lou",55,1,1,"J.C. Fogerty",132832,4476563,0.99,Rock
745,"Comin' Home",58,1,1,Bolin/Coverdale/Paice,235781,7644604,0.99,Rock
746,"Lady Luck",58,1,1,Cook/Coverdale,168202,5501379,0.99,Rock
747,"Gettin' Tighter",58,1,1,Bolin/Hughes,218044,7176909,0.99,Rock
748,Dealer,58,1,1,Bolin/Coverdale,230922,7591066,0.99,Rock
749,"I Need Love",58,1,1,Bolin/Coverdale,263836,8701064,0.99,Rock
750,Drifter,58,1,1,Bolin/Coverdale,242834,8001505,0.99,Rock
751,"Love Child",58,1,1,Bolin/Coverdale,188160,6173806,0.99,Rock
752,"This Time Around / Owed to 'G' [Instrumental]",58,1,1,Bolin/Hughes/Lord,370102,11995679,0.99,Rock
753,"You Keep On Moving",58,1,1,Coverdale/Hughes,319111,10447868,0.99,Rock
754,"Speed King",59,1,1,"Blackmore, Gillan, Glover, Lord, Paice",264385,8587578,0.99,Rock
755,Bloodsucker,59,1,1,"Blackmore, Gillan, Glover, Lord, Paice",256261,8344405,0.99,Rock
756,"Child In Time",59,1,1,"Blackmore, Gillan, Glover, Lord, Paice",620460,20230089,0.99,Rock
757,"Flight Of The Rat",59,1,1,"Blackmore, Gillan, Glover, Lord, Paice",478302,15563967,0.99,Rock
758,"Into The Fire",59,1,1,"Blackmore, Gillan, Glover, Lord, Paice",210259,6849310,0.99,Rock
759,"Living Wreck",59,1,1,"Blackmore, Gillan, Glover, Lord, Paice",274886,8993056,0.99,Rock
760,"Hard Lovin' Man",59,1,1,"Blackmore, Gillan, Glover, Lord, Paice",431203,13931179,0.99,Rock
761,Fireball,60,1,1,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",204721,6714807,0.99,Rock
762,"No No No",60,1,1,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",414902,13646606,0.99,Rock
763,"Strange Kind Of Woman",60,1,1,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",247092,8072036,0.99,Rock
764,"Anyone's Daughter",60,1,1,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",284682,9354480,0.99,Rock
765,"The Mule",60,1,1,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",322063,10638390,0.99,Rock
766,Fools,60,1,1,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",500427,16279366,0.99,Rock
767,"No One Came",60,1,1,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",385880,12643813,0.99,Rock
768,"Knocking At Your Back Door",61,1,1,"Richie Blackmore, Ian Gillian, Roger Glover",424829,13779332,0.99,Rock
769,"Bad Attitude",61,1,1,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord",307905,10035180,0.99,Rock
770,"Child In Time (Son Of Aleric - Instrumental)",61,1,1,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord, Ian Paice",602880,19712753,0.99,Rock
771,"Nobody's Home",61,1,1,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord, Ian Paice",243017,7929493,0.99,Rock
772,"Black Night",61,1,1,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord, Ian Paice",368770,12058906,0.99,Rock
773,"Perfect Strangers",61,1,1,"Richie Blackmore, Ian Gillian, Roger Glover",321149,10445353,0.99,Rock
774,"The Unwritten Law",61,1,1,"Richie Blackmore, Ian Gillian, Roger Glover, Ian Paice",295053,9740361,0.99,Rock
775,"Call Of The Wild",61,1,1,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord",293851,9575295,0.99,Rock
776,Hush,61,1,1,South,213054,6944928,0.99,Rock
777,"Smoke On The Water",61,1,1,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord, Ian Paice",464378,15180849,0.99,Rock
778,"Space Trucking",61,1,1,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord, Ian Paice",341185,11122183,0.99,Rock
779,"Highway Star",62,1,1,"Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover",368770,12012452,0.99,Rock
780,"Maybe I'm A Leo",62,1,1,"Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover",290455,9502646,0.99,Rock
781,"Pictures Of Home",62,1,1,"Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover",303777,9903835,0.99,Rock
782,"Never Before",62,1,1,"Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover",239830,7832790,0.99,Rock
783,"Smoke On The Water",62,1,1,"Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover",340871,11246496,0.99,Rock
784,Lazy,62,1,1,"Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover",442096,14397671,0.99,Rock
785,"Space Truckin'",62,1,1,"Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover",272796,8981030,0.99,Rock
786,"Vavoom : Ted The Mechanic",63,1,1,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",257384,8510755,0.99,Rock
787,"Loosen My Strings",63,1,1,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",359680,11702232,0.99,Rock
788,"Soon Forgotten",63,1,1,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",287791,9401383,0.99,Rock
789,"Sometimes I Feel Like Screaming",63,1,1,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",451840,14789410,0.99,Rock
790,"Cascades : I'm Not Your Lover",63,1,1,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",283689,9209693,0.99,Rock
791,"The Aviator",63,1,1,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",320992,10532053,0.99,Rock
792,"Rosa's Cantina",63,1,1,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",312372,10323804,0.99,Rock
793,"A Castle Full Of Rascals",63,1,1,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",311693,10159566,0.99,Rock
794,"A Touch Away",63,1,1,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",276323,9098561,0.99,Rock
795,"Hey Cisco",63,1,1,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",354089,11600029,0.99,Rock
796,"Somebody Stole My Guitar",63,1,1,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",249443,8180421,0.99,Rock
797,"The Purpendicular Waltz",63,1,1,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",283924,9299131,0.99,Rock
798,"King Of Dreams",64,1,1,"Blackmore, Glover, Turner",328385,10733847,0.99,Rock
799,"The Cut Runs Deep",64,1,1,"Blackmore, Glover, Turner, Lord, Paice",342752,11191650,0.99,Rock
800,"Fire In The Basement",64,1,1,"Blackmore, Glover, Turner, Lord, Paice",283977,9267550,0.99,Rock
